connect_time,disconnect_time,energy,station_id,charging_duration,total_duration,z_score,energy_per_quarter
2018-04-27 18:15:00,2018-04-28 04:00:00,2.531,2-39-88-438,345,585,0.801342673301383,0.11004347826087
2018-04-27 18:30:00,2018-04-27 23:45:00,2.848,2-39-78-363,90,315,0.435324357295644,0.474666666666667
2018-04-27 20:00:00,2018-04-28 00:15:00,13.871,2-39-139-28,150,255,0.144343879508108,1.3871
2018-04-27 20:15:00,2018-04-27 22:30:00,6.523,2-39-92-436,120,135,0.289834118401876,0.815375
2018-04-27 20:30:00,2018-04-28 01:00:00,1.158,2-39-125-21,30,270,0.726304835083179,0.579
2018-04-27 21:30:00,2018-04-27 23:45:00,11.337,2-39-90-26,135,135,0.217088998954992,1.25966666666667
2018-04-27 22:45:00,2018-04-28 00:30:00,10.577,2-39-131-30,90,105,0.435324357295644,1.76283333333333
2018-04-28 00:15:00,2018-04-28 04:30:00,12.49,2-39-79-381,255,255,0.36487195662008,0.734705882352941
2018-04-28 00:30:00,2018-04-28 18:15:00,15.432,2-39-79-379,270,1065,0.437617076066964,0.857333333333333
2018-04-28 00:30:00,2018-04-28 02:45:00,13.31,2-39-124-22,135,135,0.217088998954992,1.47888888888889
2018-04-28 01:00:00,2018-04-28 03:00:00,4.254,2-39-92-436,75,120,0.508069476742527,0.8508
2018-04-28 01:30:00,2018-04-28 04:15:00,13.191,2-39-79-377,165,165,0.0715987600612239,1.19918181818182
2018-04-28 01:45:00,2018-04-28 06:00:00,14.102,2-39-131-30,255,255,0.36487195662008,0.829529411764706
2018-04-28 01:45:00,2018-04-28 03:00:00,4.002,2-39-139-28,75,75,0.508069476742527,0.8004
2018-04-28 03:15:00,2018-04-28 04:45:00,4.229,2-39-92-442,90,90,0.435324357295644,0.704833333333333
2018-04-28 03:45:00,2018-04-30 16:00:00,6.419,2-39-79-378,135,3615,0.217088998954992,0.713222222222222
2018-04-28 04:30:00,2018-04-28 08:00:00,11.873,2-39-78-367,210,210,0.146636598279428,0.848071428571429
2018-04-28 05:00:00,2018-04-28 17:45:00,33.381,2-39-78-366,735,765,2.69271577892037,0.681244897959184
2018-04-28 06:00:00,2018-04-28 21:15:00,16.741,2-39-78-365,165,915,0.0715987600612239,1.52190909090909
2018-04-28 12:30:00,2018-04-28 14:00:00,5.652,2-39-78-367,90,90,0.435324357295644,0.942
2018-04-28 13:15:00,2018-04-28 13:30:00,2.284,2-39-124-22,15,15,0.799049954530063,2.284
2018-04-28 14:00:00,2018-04-28 16:00:00,1.581,2-39-139-28,60,120,0.580814596189411,0.39525
2018-04-28 14:45:00,2018-04-28 16:45:00,13.508,2-39-131-30,120,120,0.289834118401876,1.6885
2018-04-28 15:15:00,2018-04-28 16:45:00,5.275,2-39-123-23,90,90,0.435324357295644,0.879166666666667
2018-04-28 15:45:00,2018-04-29 00:00:00,18.737,2-39-79-380,165,495,0.0715987600612239,1.70336363636364
2018-04-28 16:00:00,2018-04-28 17:15:00,3.537,2-39-79-377,75,75,0.508069476742527,0.7074
2018-04-28 16:45:00,2018-04-28 18:45:00,3.242,2-39-95-27,120,120,0.289834118401876,0.40525
2018-04-28 17:00:00,2018-04-28 20:00:00,17.61,2-39-78-361,180,180,0.00114635938566003,1.4675
2018-04-28 17:15:00,2018-04-28 19:45:00,13.915,2-39-130-31,150,150,0.144343879508108,1.3915
2018-04-28 17:45:00,2018-04-28 19:00:00,7.292,2-39-139-28,75,75,0.508069476742527,1.4584
2018-04-28 18:15:00,2018-04-28 19:30:00,8.469,2-39-131-30,75,75,0.508069476742527,1.6938
2018-04-28 18:15:00,2018-04-28 21:00:00,8.968,2-39-127-19,90,165,0.435324357295644,1.49466666666667
2018-04-28 18:15:00,2018-04-28 19:45:00,4.445,2-39-125-21,90,90,0.435324357295644,0.740833333333333
2018-04-28 18:30:00,2018-04-30 02:45:00,40.111,2-39-91-437,360,1935,0.874087792748267,1.67129166666667
2018-04-28 18:30:00,2018-04-28 22:15:00,12.963,2-39-78-367,225,225,0.219381717726312,0.8642
2018-04-28 18:45:00,2018-04-28 21:30:00,13.913,2-39-138-29,150,165,0.144343879508108,1.3913
2018-04-28 19:00:00,2018-04-29 00:30:00,5.99,2-39-79-377,105,330,0.36257923784876,0.855714285714286
2018-04-28 19:45:00,2018-04-28 22:15:00,13.909,2-39-131-30,135,150,0.217088998954992,1.54544444444444
2018-04-28 20:15:00,2018-04-28 20:30:00,1.745,2-39-125-21,15,15,0.799049954530063,1.745
2018-04-28 20:30:00,2018-04-28 20:45:00,2.27,2-39-89-25,15,15,0.799049954530063,2.27
2018-04-28 21:15:00,2018-04-29 00:15:00,19.538,2-39-88-438,180,180,0.00114635938566003,1.62816666666667
2018-04-28 23:00:00,2018-04-29 02:30:00,6.942,2-39-138-29,135,210,0.217088998954992,0.771333333333333
2018-04-28 23:45:00,2018-04-29 05:30:00,13.914,2-39-127-19,255,345,0.36487195662008,0.818470588235294
2018-04-29 00:00:00,2018-04-29 22:30:00,40.858,2-39-95-27,375,1350,0.946832912195151,1.63432
2018-04-29 00:30:00,2018-04-29 04:30:00,12.102,2-39-123-23,195,240,0.0738914788325439,0.930923076923077
2018-04-29 02:00:00,2018-04-29 04:00:00,6.142,2-39-125-21,75,120,0.508069476742527,1.2284
2018-04-29 02:30:00,2018-04-29 04:30:00,13.619,2-39-131-30,120,120,0.289834118401876,1.702375
2018-04-29 04:15:00,2018-04-29 05:15:00,5.355,2-39-125-21,60,60,0.580814596189411,1.33875
2018-04-29 05:45:00,2018-04-29 13:00:00,17.25,2-39-78-367,435,435,1.23781338998269,0.594827586206897
2018-04-29 16:30:00,2018-04-29 17:45:00,4.026,2-39-131-30,75,75,0.508069476742527,0.8052
2018-04-29 17:30:00,2018-04-29 20:15:00,8.838,2-39-127-19,165,165,0.0715987600612239,0.803454545454545
2018-04-29 18:00:00,2018-04-29 19:30:00,10.047,2-39-125-21,90,90,0.435324357295644,1.6745
2018-04-29 18:30:00,2018-04-29 23:45:00,13.595,2-39-131-30,195,315,0.0738914788325439,1.04576923076923
2018-04-29 18:30:00,2018-04-29 20:30:00,8.13,2-39-138-29,90,120,0.435324357295644,1.355
2018-04-29 18:30:00,2018-04-29 21:45:00,11.632,2-39-78-367,195,195,0.0738914788325439,0.894769230769231
2018-04-29 18:45:00,2018-04-30 00:15:00,28.647,2-39-89-25,270,330,0.437617076066964,1.5915
2018-04-29 19:00:00,2018-04-29 21:30:00,13.919,2-39-123-23,150,150,0.144343879508108,1.3919
2018-04-29 19:30:00,2018-04-29 21:15:00,11.826,2-39-139-28,105,105,0.36257923784876,1.68942857142857
2018-04-29 20:15:00,2018-04-29 21:30:00,3.99,2-39-125-21,30,75,0.726304835083179,1.995
2018-04-29 20:30:00,2018-04-29 21:45:00,8.84,2-39-127-19,75,75,0.508069476742527,1.768
2018-04-29 20:30:00,2018-04-29 20:45:00,1.16,2-39-130-31,15,15,0.799049954530063,1.16
2018-04-29 21:00:00,2018-04-30 03:00:00,13.927,2-39-126-20,360,360,0.874087792748267,0.580291666666667
2018-04-29 21:30:00,2018-04-29 21:45:00,1.909,2-39-124-22,15,15,0.799049954530063,1.909
2018-04-29 21:30:00,2018-04-30 00:00:00,13.904,2-39-123-23,150,150,0.144343879508108,1.3904
2018-04-29 21:45:00,2018-04-30 00:45:00,4.767,2-39-130-31,105,180,0.36257923784876,0.681
2018-04-29 22:00:00,2018-04-29 22:45:00,2.303,2-39-139-28,45,45,0.653559715636295,0.767666666666667
2018-04-29 22:45:00,2018-04-30 21:45:00,25.761,2-39-79-379,240,1380,0.292126837173196,1.6100625
2018-04-29 23:15:00,2018-04-30 05:00:00,2.684,2-39-78-361,195,345,0.0738914788325439,0.206461538461538
2018-04-29 23:45:00,2018-04-30 03:30:00,13.076,2-39-139-28,225,225,0.219381717726312,0.871733333333333
2018-04-30 00:00:00,2018-04-30 00:30:00,3.504,2-39-138-29,30,30,0.726304835083179,1.752
2018-04-30 00:30:00,2018-04-30 04:45:00,13.91,2-39-127-19,240,255,0.292126837173196,0.869375
2018-04-30 00:30:00,2018-04-30 05:00:00,2.552,2-39-138-29,45,270,0.653559715636295,0.850666666666667
2018-04-30 00:45:00,2018-04-30 03:00:00,13.853,2-39-128-18,135,135,0.217088998954992,1.53922222222222
2018-04-30 01:00:00,2018-05-03 03:45:00,1.544,2-39-89-25,45,4485,0.653559715636295,0.514666666666667
2018-04-30 02:15:00,2018-04-30 03:00:00,3.811,2-39-79-376,45,45,0.653559715636295,1.27033333333333
2018-04-30 03:45:00,2018-04-30 13:00:00,10.44,2-39-79-376,180,555,0.00114635938566003,0.87
2018-04-30 07:00:00,2018-04-30 12:30:00,13.016,2-39-138-566,330,330,0.728597553854499,0.591636363636364
2018-04-30 13:15:00,2018-04-30 14:30:00,3.51,2-39-131-30,75,75,0.508069476742527,0.702
2018-04-30 14:00:00,2018-04-30 23:15:00,10.083,2-39-79-380,105,555,0.36257923784876,1.44042857142857
2018-04-30 15:00:00,2018-05-01 01:30:00,10.81,2-39-95-27,180,630,0.00114635938566003,0.900833333333333
2018-04-30 15:00:00,2018-05-01 00:00:00,6.249,2-39-78-366,120,540,0.289834118401876,0.781125
2018-04-30 15:00:00,2018-04-30 22:45:00,16.386,2-39-79-381,210,465,0.146636598279428,1.17042857142857
2018-04-30 15:15:00,2018-05-01 00:30:00,47.808,2-39-88-24,555,555,1.81977434555776,1.29210810810811
2018-04-30 15:15:00,2018-04-30 23:45:00,3.566,2-39-79-377,60,510,0.580814596189411,0.8915
2018-04-30 15:15:00,2018-05-01 00:00:00,5.326,2-39-130-31,105,525,0.36257923784876,0.760857142857143
2018-04-30 15:15:00,2018-05-01 04:00:00,1.948,2-39-78-363,60,765,0.580814596189411,0.487
2018-04-30 15:30:00,2018-04-30 23:00:00,6.962,2-39-127-19,90,450,0.435324357295644,1.16033333333333
2018-04-30 15:30:00,2018-04-30 19:00:00,4.761,2-39-79-382,210,210,0.146636598279428,0.340071428571429
2018-04-30 15:30:00,2018-05-01 01:00:00,4.451,2-39-78-365,120,570,0.289834118401876,0.556375
2018-04-30 15:30:00,2018-04-30 20:00:00,5.494,2-39-139-28,150,270,0.144343879508108,0.5494
2018-04-30 15:45:00,2018-05-01 00:00:00,5.453,2-39-79-383,90,495,0.435324357295644,0.908833333333333
2018-04-30 15:45:00,2018-05-01 00:00:00,6.124,2-39-92-442,120,495,0.289834118401876,0.7655
2018-04-30 15:45:00,2018-05-01 00:45:00,2.69,2-39-78-361,525,540,1.67428410666399,0.0768571428571428
2018-04-30 16:00:00,2018-05-01 00:45:00,10.51,2-39-124-22,210,525,0.146636598279428,0.750714285714286
2018-04-30 16:00:00,2018-04-30 18:30:00,2.575,2-39-79-376,75,150,0.508069476742527,0.515
2018-04-30 16:00:00,2018-05-01 01:00:00,8.189,2-39-78-367,255,540,0.36487195662008,0.481705882352941
2018-04-30 16:15:00,2018-05-01 00:15:00,5.206,2-39-91-437,105,480,0.36257923784876,0.743714285714286
2018-04-30 16:30:00,2018-04-30 22:45:00,12.332,2-39-90-440,375,375,0.946832912195151,0.49328
2018-04-30 16:45:00,2018-05-01 01:30:00,15.947,2-39-78-360,510,525,1.60153898721711,0.469029411764706
2018-04-30 16:45:00,2018-04-30 19:45:00,3.354,2-39-78-364,105,180,0.36257923784876,0.479142857142857
2018-04-30 17:30:00,2018-05-01 01:15:00,14.355,2-39-89-439,150,465,0.144343879508108,1.4355
2018-04-30 17:30:00,2018-04-30 23:30:00,20.865,2-39-88-438,195,360,0.0738914788325439,1.605
2018-04-30 17:30:00,2018-05-01 00:30:00,8.331,2-39-78-362,420,420,1.1650682705358,0.297535714285714
2018-04-30 17:45:00,2018-05-01 02:45:00,1.93,2-39-123-23,60,540,0.580814596189411,0.4825
2018-04-30 17:45:00,2018-04-30 23:45:00,15.629,2-39-92-436,360,360,0.874087792748267,0.651208333333333
2018-04-30 19:00:00,2018-05-01 03:45:00,2.554,2-39-91-441,420,525,1.1650682705358,0.0912142857142857
2018-04-30 19:45:00,2018-05-01 02:00:00,6.878,2-39-79-376,120,375,0.289834118401876,0.85975
2018-04-30 20:00:00,2018-04-30 23:45:00,1.308,2-39-79-382,45,225,0.653559715636295,0.436
2018-04-30 20:30:00,2018-04-30 23:45:00,8.494,2-39-90-26,195,195,0.0738914788325439,0.653384615384615
2018-04-30 20:45:00,2018-05-01 01:30:00,0.923,2-39-78-364,30,285,0.726304835083179,0.4615
