station_id,connect_time,disconnect_time,total_duration,charging_duration,energy,energy_per_quarter,z_score
COMM VITALITY / 1104 SPRUCE1,2019-12-21 14:45:00,2019-12-21 16:15:00,90,90,5.319,0.8865,0.306045467405477
COMM VITALITY / 1000WALNUT1,2019-12-26 18:00:00,2019-12-26 22:15:00,255,90,8.756,1.45933333333333,0.306045467405477
BOULDER / BOULDER PARK S2,2019-12-19 16:30:00,2019-12-23 12:00:00,5490,375,15.748,0.62992,2.90346500118726
BOULDER / ATRIUM ST1,2019-12-17 09:15:00,2019-12-17 13:15:00,225,180,6.696,0.558,0.707484154255389
COMM VITALITY / 1104 SPRUCE1,2019-12-26 18:45:00,2019-12-26 20:15:00,90,90,9.378,1.563,0.306045467405477
BOULDER / ATRIUM ST1,2019-12-14 09:00:00,2019-12-14 09:45:00,60,60,5.639,1.40975,0.643888674625765
COMM VITALITY / 1100WALNUT1,2019-12-15 13:15:00,2019-12-15 14:45:00,90,90,9.137,1.52283333333333,0.306045467405477
COMM VITALITY / 1500PEARL1,2019-12-21 15:15:00,2019-12-21 16:30:00,75,75,4.217,0.8434,0.474967071015621
COMM VITALITY / 1500PEARL1,2019-12-19 17:30:00,2019-12-19 21:15:00,225,225,23.793,1.5862,1.21424896508582
COMM VITALITY / 1000WALNUT1,2019-12-19 17:30:00,2019-12-19 19:30:00,120,120,7.719,0.964875,0.0317977398148119
COMM VITALITY / BOULDER JCTN,2019-12-18 12:00:00,2019-12-18 14:45:00,180,135,16.058,1.78422222222222,0.200719343424956
COMM VITALITY / 1104 SPRUCE1,2019-12-19 17:30:00,2019-12-19 19:30:00,120,90,6.279,1.0465,0.306045467405477
BOULDER / ATRIUM ST1,2019-12-18 12:30:00,2019-12-19 08:45:00,1200,90,5.083,0.847166666666667,0.306045467405477
BOULDER / N BOULDER REC 1,2019-12-15 13:45:00,2019-12-15 15:00:00,75,75,4.306,0.8612,0.474967071015621
COMM VITALITY / 1104 SPRUCE1,2019-12-21 15:15:00,2019-12-21 18:15:00,180,60,3.32,0.83,0.643888674625765
COMM VITALITY / 1400 WALNUT1,2019-12-19 18:00:00,2019-12-19 21:15:00,195,195,20.157,1.55053846153846,0.876405757865533
COMM VITALITY / 1000WALNUT1,2019-12-18 13:00:00,2019-12-18 16:00:00,180,180,17.183,1.43191666666667,0.707484154255389
COMM VITALITY / 1104 SPRUCE1,2019-12-15 14:00:00,2019-12-15 15:30:00,75,75,8.594,1.7188,0.474967071015621
BOULDER / ALPINE ST1,2019-12-15 14:45:00,2019-12-16 08:00:00,1035,345,29.327,1.27508695652174,2.56562179396698
COMM VITALITY / 1104 SPRUCE1,2019-12-15 16:45:00,2019-12-15 18:15:00,90,90,4.454,0.742333333333333,0.306045467405477
BOULDER / N BOULDER REC 1,2019-12-15 17:15:00,2019-12-15 19:45:00,150,150,11.013,1.1013,0.369640947035101
COMM VITALITY / 1500PEARL2,2019-12-15 18:45:00,2019-12-15 20:45:00,120,120,12.859,1.607375,0.0317977398148119
BOULDER / N BOULDER REC 1,2019-12-16 07:15:00,2019-12-16 10:15:00,180,180,14.15,1.17916666666667,0.707484154255389
COMM VITALITY / 1500PEARL1,2019-12-16 08:15:00,2019-12-16 10:45:00,150,150,8.354,0.8354,0.369640947035101
COMM VITALITY / 1400 WALNUT1,2019-12-16 08:15:00,2019-12-16 10:30:00,135,135,14.045,1.56055555555556,0.200719343424956
BOULDER / N BOULDER REC 1,2019-12-16 08:30:00,2019-12-16 10:00:00,90,90,5.554,0.925666666666667,0.306045467405477
COMM VITALITY / 1104 SPRUCE1,2019-12-16 08:30:00,2019-12-16 11:00:00,150,150,5.802,0.5802,0.369640947035101
COMM VITALITY / 1000WALNUT2,2019-12-16 08:30:00,2019-12-16 17:00:00,495,135,11.451,1.27233333333333,0.200719343424956
BOULDER / BASELINE ST1,2019-12-16 08:45:00,2019-12-16 09:30:00,45,45,1.924,0.641333333333333,0.81281027823591
COMM VITALITY / 1400 WALNUT1,2019-12-16 09:45:00,2019-12-16 12:00:00,135,135,10.219,1.13544444444444,0.200719343424956
BOULDER / REC CENTER ST1,2019-12-16 09:45:00,2019-12-16 14:45:00,315,240,12,0.75,1.38317056869597
COMM VITALITY / 1500PEARL2,2019-12-16 09:45:00,2019-12-16 13:30:00,225,225,19.556,1.30373333333333,1.21424896508582
BOULDER / N BOULDER REC 1,2019-12-16 10:15:00,2019-12-16 13:30:00,195,195,8.785,0.675769230769231,0.876405757865533
BOULDER / ATRIUM ST1,2019-12-16 11:00:00,2019-12-16 12:00:00,60,45,2.145,0.715,0.81281027823591
COMM VITALITY / 1000WALNUT1,2019-12-16 12:00:00,2019-12-16 13:30:00,90,90,8.59,1.43166666666667,0.306045467405477
BOULDER / ATRIUM ST1,2019-12-16 12:15:00,2019-12-17 12:45:00,1470,45,1.658,0.552666666666667,0.81281027823591
COMM VITALITY / 1500PEARL2,2019-12-16 12:30:00,2019-12-16 14:30:00,120,120,8.421,1.052625,0.0317977398148119
BOULDER / REC CENTER ST2,2019-12-16 13:15:00,2019-12-16 15:45:00,150,150,11.828,1.1828,0.369640947035101
BOULDER / BASELINE ST1,2019-12-16 14:00:00,2019-12-16 14:45:00,60,60,3.042,0.7605,0.643888674625765
COMM VITALITY / 1000WALNUT1,2019-12-16 14:00:00,2019-12-16 14:45:00,45,45,4.095,1.365,0.81281027823591
BOULDER / N BOULDER REC 1,2019-12-16 15:15:00,2019-12-16 16:00:00,30,30,1.871,0.9355,0.981731881846054
COMM VITALITY / 1000WALNUT2,2019-12-17 09:30:00,2019-12-17 11:30:00,120,120,5.969,0.746125,0.0317977398148119
BOULDER / BASELINE ST1,2019-12-16 15:45:00,2019-12-16 16:45:00,60,45,4.242,1.414,0.81281027823591
BOULDER / REC CENTER ST1,2019-12-16 16:00:00,2019-12-16 16:30:00,45,15,0.94,0.94,1.1506534854562
COMM VITALITY / 1104 SPRUCE1,2019-12-16 16:15:00,2019-12-16 18:30:00,135,135,7.886,0.876222222222222,0.200719343424956
BOULDER / REC CENTER ST2,2019-12-16 16:15:00,2019-12-16 17:00:00,45,45,2.073,0.691,0.81281027823591
BOULDER / N BOULDER REC 1,2019-12-16 16:45:00,2019-12-16 18:45:00,120,120,6.477,0.809625,0.0317977398148119
COMM VITALITY / 1100WALNUT1,2019-12-16 18:00:00,2019-12-16 19:45:00,90,90,8.662,1.44366666666667,0.306045467405477
BOULDER / REC CENTER ST1,2019-12-16 18:15:00,2019-12-16 18:45:00,30,30,3.393,1.6965,0.981731881846054
COMM VITALITY / 1104 SPRUCE1,2019-12-16 18:45:00,2019-12-16 20:30:00,120,120,12.033,1.504125,0.0317977398148119
COMM VITALITY / 1100WALNUT1,2019-12-16 19:00:00,2019-12-16 21:00:00,120,90,4.574,0.762333333333333,0.306045467405477
COMM VITALITY / 1400 WALNUT1,2019-12-17 06:30:00,2019-12-17 08:15:00,105,105,6.156,0.879428571428571,0.137123863795332
COMM VITALITY / 1400 WALNUT1,2019-12-17 07:15:00,2019-12-17 10:00:00,180,120,6.484,0.8105,0.0317977398148119
BOULDER / ALPINE ST1,2019-12-17 07:15:00,2019-12-17 14:15:00,420,240,13.457,0.8410625,1.38317056869597
BOULDER / N BOULDER REC 1,2019-12-17 08:30:00,2019-12-17 12:30:00,240,120,5.162,0.64525,0.0317977398148119
BOULDER / BASELINE ST1,2019-12-14 10:00:00,2019-12-14 11:30:00,75,75,9.865,1.973,0.474967071015621
BOULDER / ALPINE ST1,2019-12-26 19:00:00,2019-12-26 21:45:00,150,150,11.984,1.1984,0.369640947035101
COMM VITALITY / 1100WALNUT1,2019-12-19 18:00:00,2019-12-19 22:30:00,270,180,10.616,0.884666666666667,0.707484154255389
COMM VITALITY / 1500PEARL2,2019-12-21 15:45:00,2019-12-21 16:30:00,45,45,5.144,1.71466666666667,0.81281027823591
BOULDER / N BOULDER REC 1,2019-12-14 10:30:00,2019-12-14 11:30:00,60,60,6.331,1.58275,0.643888674625765
COMM VITALITY / 1400 WALNUT1,2019-12-17 09:30:00,2019-12-17 12:30:00,180,120,6.483,0.810375,0.0317977398148119
COMM VITALITY / 1000WALNUT1,2019-12-17 09:30:00,2019-12-17 12:00:00,150,150,15.109,1.5109,0.369640947035101
COMM VITALITY / 1500PEARL2,2019-12-17 09:45:00,2019-12-17 14:00:00,255,255,24.068,1.41576470588235,1.55209217230611
COMM VITALITY / 1100WALNUT1,2019-12-17 10:00:00,2019-12-17 16:15:00,375,225,20.273,1.35153333333333,1.21424896508582
COMM VITALITY / 1000WALNUT2,2019-12-19 18:15:00,2019-12-19 21:00:00,165,120,4.305,0.538125,0.0317977398148119
COMM VITALITY / 1100WALNUT1,2019-12-21 16:00:00,2019-12-21 17:15:00,75,75,4.275,0.855,0.474967071015621
COMM VITALITY / 1104 SPRUCE1,2019-12-17 10:00:00,2019-12-17 13:30:00,210,210,21.605,1.54321428571429,1.04532736147568
COMM VITALITY / 1000WALNUT2,2019-12-26 19:45:00,2019-12-26 21:00:00,75,75,7.832,1.5664,0.474967071015621
COMM VITALITY / 1400 WALNUT1,2019-12-14 11:00:00,2019-12-14 12:30:00,90,90,8.663,1.44383333333333,0.306045467405477
COMM VITALITY / 1500PEARL2,2019-12-18 13:30:00,2019-12-18 14:30:00,60,60,4.003,1.00075,0.643888674625765
BOULDER / N BOULDER REC 1,2019-12-19 19:15:00,2019-12-19 21:15:00,120,75,3.685,0.737,0.474967071015621
COMM VITALITY / 1400 WALNUT1,2019-12-21 17:00:00,2019-12-21 17:45:00,45,45,3.522,1.174,0.81281027823591
COMM VITALITY / 1104 SPRUCE1,2019-12-17 11:00:00,2019-12-17 13:30:00,150,105,5.77,0.824285714285714,0.137123863795332
BOULDER / BASELINE ST1,2019-12-17 11:30:00,2019-12-17 14:30:00,180,180,19.571,1.63091666666667,0.707484154255389
COMM VITALITY / 1000WALNUT1,2019-12-17 12:00:00,2019-12-17 14:15:00,135,135,13.37,1.48555555555556,0.200719343424956
COMM VITALITY / 1500PEARL1,2019-12-17 12:15:00,2019-12-17 13:15:00,60,60,5.88,1.47,0.643888674625765
BOULDER / REC CENTER ST1,2019-12-17 13:30:00,2019-12-17 18:45:00,330,60,2.447,0.61175,0.643888674625765
BOULDER / N BOULDER REC 1,2019-12-17 13:30:00,2019-12-18 09:15:00,1185,45,2.133,0.711,0.81281027823591
BOULDER / ATRIUM ST1,2019-12-17 13:30:00,2019-12-17 21:15:00,465,300,16.258,0.8129,2.05885698313654
COMM VITALITY / 1100WALNUT1,2019-12-17 13:45:00,2019-12-17 16:00:00,120,120,6.695,0.836875,0.0317977398148119
COMM VITALITY / 1000WALNUT1,2019-12-17 14:15:00,2019-12-17 16:15:00,120,120,12.845,1.605625,0.0317977398148119
BOULDER / N BOULDER REC 1,2019-12-17 14:15:00,2019-12-17 17:00:00,165,165,13.736,1.24872727272727,0.538562550645245
BOULDER / BOULDER PARK S1,2019-12-17 14:45:00,2019-12-18 13:45:00,1380,285,21.084,1.10968421052632,1.8899353795264
BOULDER / BASELINE ST1,2019-12-17 14:45:00,2019-12-17 16:30:00,90,90,9.59,1.59833333333333,0.306045467405477
COMM VITALITY / 1104 SPRUCE1,2019-12-17 15:00:00,2019-12-17 15:00:00,15,15,0.586,0.586,1.1506534854562
BOULDER / ATRIUM ST1,2019-12-17 15:15:00,2019-12-18 11:30:00,1200,105,5.703,0.814714285714286,0.137123863795332
COMM VITALITY / 1400 WALNUT1,2019-12-17 15:45:00,2019-12-17 20:15:00,255,195,20.369,1.56684615384615,0.876405757865533
BOULDER / REC CENTER ST2,2019-12-17 16:00:00,2019-12-17 16:45:00,45,45,4.369,1.45633333333333,0.81281027823591
COMM VITALITY / 1100WALNUT1,2019-12-17 16:00:00,2019-12-17 16:45:00,45,45,3.908,1.30266666666667,0.81281027823591
BOULDER / BOULDER PARK S2,2019-12-17 16:15:00,2019-12-17 17:00:00,60,60,5.811,1.45275,0.643888674625765
COMM VITALITY / 1500PEARL2,2019-12-17 16:15:00,2019-12-17 17:15:00,60,60,2.772,0.693,0.643888674625765
COMM VITALITY / 1000WALNUT1,2019-12-17 16:30:00,2019-12-17 17:15:00,60,60,5.39,1.3475,0.643888674625765
COMM VITALITY / 1100WALNUT1,2019-12-17 16:45:00,2019-12-17 18:00:00,75,75,7.067,1.4134,0.474967071015621
BOULDER / N BOULDER REC 1,2019-12-17 17:45:00,2019-12-17 19:30:00,105,105,5.928,0.846857142857143,0.137123863795332
BOULDER / ALPINE ST1,2019-12-17 19:15:00,2019-12-17 21:15:00,120,90,9.308,1.55133333333333,0.306045467405477
COMM VITALITY / 1104 SPRUCE1,2019-12-17 19:30:00,2019-12-17 20:45:00,75,75,4.013,0.8026,0.474967071015621
BOULDER / REC CENTER ST2,2019-12-18 06:30:00,2019-12-18 07:30:00,60,60,5.941,1.48525,0.643888674625765
BOULDER / N BOULDER REC 1,2019-12-18 07:15:00,2019-12-18 08:45:00,75,75,8.467,1.6934,0.474967071015621
COMM VITALITY / BOULDER JCTN,2019-12-18 07:15:00,2019-12-18 08:45:00,75,75,8.95,1.79,0.474967071015621
BOULDER / N BOULDER REC 1,2019-12-18 08:45:00,2019-12-18 11:00:00,135,135,10.814,1.20155555555556,0.200719343424956
BOULDER / ATRIUM ST1,2019-12-18 09:15:00,2019-12-18 10:30:00,75,75,4.216,0.8432,0.474967071015621
COMM VITALITY / 1400 WALNUT1,2019-12-18 09:15:00,2019-12-18 15:30:00,375,210,13.373,0.955214285714286,1.04532736147568
BOULDER / N BOULDER REC 1,2019-12-18 09:30:00,2019-12-18 10:30:00,60,60,3.576,0.894,0.643888674625765
COMM VITALITY / 1104 SPRUCE1,2019-12-18 09:30:00,2019-12-18 11:00:00,90,90,4.391,0.731833333333333,0.306045467405477
COMM VITALITY / 1100WALNUT1,2019-12-18 09:45:00,2019-12-18 12:00:00,135,135,13.711,1.52344444444444,0.200719343424956
BOULDER / N BOULDER REC 1,2019-12-18 11:45:00,2019-12-18 12:30:00,60,60,3.928,0.982,0.643888674625765
BOULDER / N BOULDER REC 1,2019-12-27 05:30:00,2019-12-27 07:30:00,120,120,12.129,1.516125,0.0317977398148119
COMM VITALITY / 1500PEARL1,2019-12-20 08:45:00,2019-12-20 11:00:00,135,135,7.817,0.868555555555556,0.200719343424956
BOULDER / N BOULDER REC 1,2019-12-21 17:15:00,2019-12-21 21:00:00,225,135,7.856,0.872888888888889,0.200719343424956
COMM VITALITY / 1000WALNUT1,2019-12-18 13:30:00,2019-12-18 16:45:00,195,150,7.802,0.7802,0.369640947035101
BOULDER / N BOULDER REC 1,2019-12-27 08:30:00,2019-12-27 10:00:00,90,60,5.785,1.44625,0.643888674625765
COMM VITALITY / 1000WALNUT1,2019-12-21 17:30:00,2019-12-21 21:15:00,225,30,3.798,1.899,0.981731881846054
COMM VITALITY / 1400 WALNUT1,2019-12-20 08:45:00,2019-12-20 14:30:00,360,360,36.189,1.507875,2.73454339757712
COMM VITALITY / 1104 SPRUCE1,2019-12-18 13:30:00,2019-12-18 14:45:00,75,75,3.523,0.7046,0.474967071015621
COMM VITALITY / 1104 SPRUCE1,2019-12-21 17:30:00,2019-12-21 18:30:00,45,45,5.315,1.77166666666667,0.81281027823591
BOULDER / N BOULDER REC 1,2019-12-20 08:45:00,2019-12-20 12:00:00,210,210,16.333,1.16664285714286,1.04532736147568
COMM VITALITY / 1104 SPRUCE1,2019-12-18 13:45:00,2019-12-18 15:00:00,75,75,4.264,0.8528,0.474967071015621
BOULDER / ATRIUM ST1,2019-12-27 10:30:00,2020-01-06 12:15:00,14505,45,1.985,0.661666666666667,0.81281027823591
COMM VITALITY / 1000WALNUT1,2019-12-21 18:00:00,2019-12-21 21:00:00,180,105,5.294,0.756285714285714,0.137123863795332
BOULDER / REC CENTER ST2,2019-12-20 08:45:00,2019-12-20 09:30:00,45,45,4.01,1.33666666666667,0.81281027823591
COMM VITALITY / 1400 WALNUT1,2019-12-18 14:45:00,2019-12-18 17:15:00,135,135,14.394,1.59933333333333,0.200719343424956
COMM VITALITY / 1500PEARL2,2019-12-14 11:45:00,2019-12-14 13:00:00,75,75,7.27,1.454,0.474967071015621
COMM VITALITY / 1100WALNUT1,2019-12-21 18:00:00,2019-12-21 20:00:00,120,120,12.853,1.606625,0.0317977398148119
BOULDER / BASELINE ST1,2019-12-20 09:00:00,2019-12-20 10:45:00,90,90,4.228,0.704666666666667,0.306045467405477
BOULDER / N BOULDER REC 1,2019-12-18 15:15:00,2019-12-18 16:30:00,75,75,6.24,1.248,0.474967071015621
BOULDER / ATRIUM ST1,2019-12-14 12:00:00,2019-12-14 14:00:00,120,120,12.009,1.501125,0.0317977398148119
COMM VITALITY / 1104 SPRUCE1,2019-12-14 12:00:00,2019-12-14 14:00:00,120,120,8.499,1.062375,0.0317977398148119
COMM VITALITY / 1400 WALNUT1,2019-12-14 12:00:00,2019-12-14 16:30:00,270,180,15.927,1.32725,0.707484154255389
COMM VITALITY / 1500PEARL1,2019-12-14 12:15:00,2019-12-14 13:00:00,45,45,2.065,0.688333333333333,0.81281027823591
COMM VITALITY / 1000WALNUT1,2019-12-14 13:00:00,2019-12-14 14:30:00,90,90,9.796,1.63266666666667,0.306045467405477
COMM VITALITY / 1400 WALNUT1,2019-12-14 13:30:00,2019-12-14 14:30:00,60,60,6.396,1.599,0.643888674625765
COMM VITALITY / 1104 SPRUCE1,2019-12-14 13:30:00,2019-12-14 14:30:00,60,60,2.965,0.74125,0.643888674625765
BOULDER / N BOULDER REC 1,2019-12-14 14:15:00,2019-12-14 15:45:00,105,90,9.942,1.657,0.306045467405477
COMM VITALITY / 1000WALNUT2,2019-12-14 14:15:00,2019-12-14 15:30:00,75,75,8.117,1.6234,0.474967071015621
COMM VITALITY / 1104 SPRUCE1,2019-12-14 15:45:00,2019-12-14 18:00:00,135,135,13.347,1.483,0.200719343424956
COMM VITALITY / 1104 SPRUCE1,2019-12-14 16:00:00,2019-12-14 17:00:00,60,60,5.624,1.406,0.643888674625765
COMM VITALITY / 1500PEARL2,2019-12-14 16:00:00,2019-12-14 16:30:00,30,30,3.193,1.5965,0.981731881846054
COMM VITALITY / 1500PEARL1,2019-12-14 16:30:00,2019-12-14 18:15:00,105,105,10.774,1.53914285714286,0.137123863795332
COMM VITALITY / 1400 WALNUT1,2019-12-14 16:30:00,2019-12-14 19:00:00,150,150,14.981,1.4981,0.369640947035101
BOULDER / N BOULDER REC 1,2019-12-14 16:30:00,2019-12-14 18:45:00,135,135,13.272,1.47466666666667,0.200719343424956
COMM VITALITY / 1000WALNUT1,2019-12-14 17:00:00,2019-12-14 18:15:00,75,75,8.231,1.6462,0.474967071015621
COMM VITALITY / 1000WALNUT2,2019-12-14 17:30:00,2019-12-14 18:30:00,75,75,6.956,1.3912,0.474967071015621
COMM VITALITY / 1000WALNUT1,2019-12-14 17:30:00,2019-12-14 19:15:00,105,105,10.057,1.43671428571429,0.137123863795332
COMM VITALITY / 1100WALNUT1,2019-12-14 18:30:00,2019-12-14 21:00:00,165,165,15.981,1.45281818181818,0.538562550645245
COMM VITALITY / 1000WALNUT2,2019-12-14 19:00:00,2019-12-14 22:00:00,180,90,8.859,1.4765,0.306045467405477
BOULDER / N BOULDER REC 1,2019-12-15 08:45:00,2019-12-15 13:30:00,285,120,5.545,0.693125,0.0317977398148119
BOULDER / N BOULDER REC 1,2019-12-15 09:00:00,2019-12-15 09:45:00,45,45,2.396,0.798666666666667,0.81281027823591
BOULDER / BASELINE ST1,2019-12-15 10:00:00,2019-12-15 11:15:00,75,60,7.374,1.8435,0.643888674625765
COMM VITALITY / 1104 SPRUCE1,2019-12-15 10:15:00,2019-12-15 12:00:00,105,105,10.773,1.539,0.137123863795332
BOULDER / REC CENTER ST2,2019-12-15 10:45:00,2019-12-15 13:15:00,150,150,15.534,1.5534,0.369640947035101
BOULDER / N BOULDER REC 1,2019-12-15 10:45:00,2019-12-15 12:00:00,60,60,6.865,1.71625,0.643888674625765
BOULDER / REC CENTER ST1,2019-12-15 11:00:00,2019-12-15 12:00:00,75,60,2.132,0.533,0.643888674625765
COMM VITALITY / 1000WALNUT1,2019-12-15 11:30:00,2019-12-15 13:00:00,90,90,9.501,1.5835,0.306045467405477
COMM VITALITY / 1500PEARL2,2019-12-15 12:30:00,2019-12-15 13:30:00,60,60,3.037,0.75925,0.643888674625765
COMM VITALITY / 1500PEARL2,2019-12-21 19:00:00,2019-12-21 20:00:00,60,60,4.474,1.1185,0.643888674625765
COMM VITALITY / 1104 SPRUCE1,2019-12-27 11:15:00,2019-12-27 12:00:00,60,60,5.724,1.431,0.643888674625765
BOULDER / REC CENTER ST1,2019-12-18 15:30:00,2019-12-18 16:15:00,45,45,2.579,0.859666666666667,0.81281027823591
COMM VITALITY / 1000WALNUT2,2019-12-20 09:15:00,2019-12-20 14:45:00,345,210,8.847,0.631928571428571,1.04532736147568
BOULDER / BOULDER PARK S2,2019-12-18 15:45:00,2019-12-19 10:45:00,1140,225,13.761,0.9174,1.21424896508582
COMM VITALITY / 1104 SPRUCE1,2019-12-21 19:15:00,2019-12-21 20:30:00,60,60,3.666,0.9165,0.643888674625765
BOULDER / N BOULDER REC 1,2019-12-27 11:30:00,2019-12-27 12:45:00,75,75,5.269,1.0538,0.474967071015621
COMM VITALITY / 1104 SPRUCE1,2019-12-20 09:30:00,2019-12-20 10:45:00,90,90,8.796,1.466,0.306045467405477
COMM VITALITY / 1500PEARL2,2019-12-21 19:30:00,2019-12-21 22:30:00,180,120,10.391,1.298875,0.0317977398148119
BOULDER / N BOULDER REC 1,2019-12-18 16:45:00,2019-12-18 19:15:00,150,105,4.96,0.708571428571429,0.137123863795332
COMM VITALITY / BOULDER JCTN,2019-12-20 09:45:00,2019-12-20 12:00:00,135,135,15.969,1.77433333333333,0.200719343424956
COMM VITALITY / 1104 SPRUCE1,2019-12-21 20:00:00,2019-12-21 22:15:00,135,135,14.594,1.62155555555556,0.200719343424956
COMM VITALITY / 1000WALNUT1,2019-12-27 11:30:00,2019-12-27 14:00:00,150,90,8.509,1.41816666666667,0.306045467405477
COMM VITALITY / 1104 SPRUCE1,2019-12-18 16:45:00,2019-12-18 20:30:00,225,225,19.872,1.3248,1.21424896508582
COMM VITALITY / 1500PEARL2,2019-12-20 10:45:00,2019-12-20 14:30:00,240,180,10.57,0.880833333333333,0.707484154255389
COMM VITALITY / 1500PEARL1,2019-12-21 20:00:00,2019-12-21 21:45:00,105,105,10.56,1.50857142857143,0.137123863795332
BOULDER / N BOULDER REC 1,2019-12-27 11:45:00,2019-12-27 12:45:00,60,60,3.698,0.9245,0.643888674625765
COMM VITALITY / 1100WALNUT1,2019-12-18 17:00:00,2019-12-18 18:15:00,60,60,3.643,0.91075,0.643888674625765
BOULDER / N BOULDER REC 1,2019-12-20 11:00:00,2019-12-20 13:30:00,150,150,7.111,0.7111,0.369640947035101
COMM VITALITY / 1104 SPRUCE1,2019-12-21 20:45:00,2019-12-22 00:30:00,225,180,11.857,0.988083333333333,0.707484154255389
COMM VITALITY / 1100WALNUT1,2019-12-27 12:30:00,2019-12-27 14:00:00,90,90,9.689,1.61483333333333,0.306045467405477
COMM VITALITY / BOULDER JCTN,2019-12-18 17:15:00,2019-12-18 18:00:00,30,15,1.007,1.007,1.1506534854562
COMM VITALITY / 1400 WALNUT1,2019-12-22 08:00:00,2019-12-22 14:15:00,375,165,15.996,1.45418181818182,0.538562550645245
COMM VITALITY / BOULDER JCTN,2019-12-18 17:30:00,2019-12-18 18:30:00,60,60,6.795,1.69875,0.643888674625765
COMM VITALITY / 1000WALNUT1,2019-12-18 17:45:00,2019-12-18 20:00:00,135,120,10.662,1.33275,0.0317977398148119
COMM VITALITY / 1100WALNUT1,2019-12-18 18:15:00,2019-12-18 21:15:00,180,180,14.117,1.17641666666667,0.707484154255389
COMM VITALITY / 1104 SPRUCE1,2019-12-18 18:30:00,2019-12-18 20:45:00,135,135,7.367,0.818555555555556,0.200719343424956
BOULDER / ATRIUM ST1,2019-12-18 18:30:00,2019-12-18 21:30:00,165,165,11.397,1.03609090909091,0.538562550645245
COMM VITALITY / 1000WALNUT1,2019-12-18 18:45:00,2019-12-18 19:45:00,60,60,3.513,0.87825,0.643888674625765
BOULDER / N BOULDER REC 1,2019-12-18 19:00:00,2019-12-18 21:00:00,120,120,5.597,0.699625,0.0317977398148119
COMM VITALITY / 1000WALNUT1,2019-12-18 20:30:00,2019-12-18 23:15:00,180,180,16.938,1.4115,0.707484154255389
COMM VITALITY / 1400 WALNUT1,2019-12-19 06:45:00,2019-12-19 08:30:00,90,90,5.225,0.870833333333333,0.306045467405477
COMM VITALITY / 1104 SPRUCE1,2019-12-19 08:00:00,2019-12-19 11:45:00,225,165,12.736,1.15781818181818,0.538562550645245
COMM VITALITY / 1400 WALNUT1,2019-12-19 08:45:00,2019-12-19 10:45:00,120,120,6.41,0.80125,0.0317977398148119
COMM VITALITY / BOULDER JCTN,2019-12-19 09:00:00,2019-12-19 11:15:00,150,135,17.01,1.89,0.200719343424956
COMM VITALITY / 1100WALNUT1,2019-12-19 09:30:00,2019-12-19 13:45:00,270,210,18.449,1.31778571428571,1.04532736147568
BOULDER / ATRIUM ST1,2019-12-19 09:45:00,2019-12-19 11:30:00,105,60,3.108,0.777,0.643888674625765
BOULDER / BASELINE ST1,2019-12-19 10:00:00,2019-12-19 13:15:00,195,75,4.275,0.855,0.474967071015621
BOULDER / N BOULDER REC 1,2019-12-19 10:00:00,2019-12-19 12:15:00,135,135,8.766,0.974,0.200719343424956
BOULDER / N BOULDER REC 1,2019-12-19 10:15:00,2019-12-19 10:45:00,30,30,1.672,0.836,0.981731881846054
BOULDER / N BOULDER REC 1,2019-12-19 11:00:00,2019-12-19 13:15:00,135,135,7.478,0.830888888888889,0.200719343424956
COMM VITALITY / 1100WALNUT1,2019-12-19 11:30:00,2019-12-19 12:45:00,75,75,6.734,1.3468,0.474967071015621
COMM VITALITY / 1104 SPRUCE1,2019-12-19 12:00:00,2019-12-19 14:30:00,150,150,15.26,1.526,0.369640947035101
COMM VITALITY / BOULDER JCTN,2019-12-19 12:00:00,2019-12-19 13:45:00,105,45,5.812,1.93733333333333,0.81281027823591
BOULDER / ATRIUM ST1,2019-12-19 12:30:00,2019-12-19 13:00:00,30,30,1.586,0.793,0.981731881846054
COMM VITALITY / 1000WALNUT1,2019-12-19 13:30:00,2019-12-19 15:30:00,135,120,6.928,0.866,0.0317977398148119
BOULDER / ATRIUM ST1,2019-12-19 14:15:00,2019-12-23 08:30:00,5430,150,9.049,0.9049,0.369640947035101
COMM VITALITY / 1000WALNUT1,2019-12-19 14:15:00,2019-12-19 17:15:00,180,180,17.549,1.46241666666667,0.707484154255389
BOULDER / N BOULDER REC 1,2019-12-19 14:15:00,2019-12-19 16:30:00,150,150,15.571,1.5571,0.369640947035101
COMM VITALITY / 1000WALNUT2,2019-12-19 14:45:00,2019-12-19 19:00:00,255,165,6.694,0.608545454545455,0.538562550645245
COMM VITALITY / 1104 SPRUCE1,2019-12-19 15:15:00,2019-12-19 16:15:00,60,60,3.358,0.8395,0.643888674625765
COMM VITALITY / 1000WALNUT1,2019-12-19 15:30:00,2019-12-19 17:00:00,90,90,9.535,1.58916666666667,0.306045467405477
COMM VITALITY / 1500PEARL2,2019-12-19 16:00:00,2019-12-19 20:00:00,240,195,12.26,0.943076923076923,0.876405757865533
BOULDER / N BOULDER REC 1,2019-12-22 08:30:00,2019-12-22 14:00:00,330,285,21.848,1.14989473684211,1.8899353795264
BOULDER / BASELINE ST1,2019-12-27 13:00:00,2019-12-27 16:00:00,165,120,0.49,0.06125,0.0317977398148119
BOULDER / REC CENTER ST2,2019-12-22 09:30:00,2019-12-22 11:45:00,135,60,2.88,0.72,0.643888674625765
